Age,Gender,MaritalStatus,Occupation,IncomeLevel,Education,Location,FamilySize,DrivingScore,ClaimHistory,VehicleType,VehicleAge,AnnualMileage,PreviousPolicy,RiskAppetite,CoverageAmount,PremiumBudget,TenurePreference,AddonsInterested,RecommendedProduct
21,Male,Married,Retired,High,High School,Urban,2,40,No,Bike,10,15814,Third-Party,High,100000,20000,1,NCB Protection,Third-Party
68,Male,Single,Salaried,Low,High School,Metro,4,48,No,Commercial,5,46284,Own Damage,Low,500000,20000,3,NCB Protection,Own Damage + Add-ons
43,Female,Married,Student,High,Graduate,Rural,3,70,Yes,Car,4,30508,Own Damage,High,500000,20000,1,Roadside Assistance,Third-Party
28,Female,Single,Salaried,Medium,Graduate,Rural,3,98,No,Bike,0,31972,Comprehensive,High,300000,15000,3,Roadside Assistance,Comprehensive
23,Female,Single,Salaried,High,Graduate,Urban,4,96,No,Bike,13,23196,Own Damage,High,300000,20000,5,None,Third-Party
50,Female,Married,Student,Low,High School,Rural,3,63,Yes,Bike,16,27214,Own Damage,Low,300000,30000,1,None,Third-Party
39,Male,Married,Salaried,Low,High School,Metro,3,82,No,Car,1,27597,Own Damage,High,300000,10000,3,Zero Depreciation,Comprehensive
46,Male,Single,Self-Employed,Low,Postgraduate,Metro,3,65,No,Car,2,47322,Comprehensive,High,1000000,25000,3,Zero Depreciation,Third-Party
22,Female,Married,Salaried,Medium,Graduate,Metro,5,78,No,Commercial,5,38531,Comprehensive,Low,1000000,20000,1,Engine Protection,Own Damage + Add-ons
18,Male,Single,Salaried,High,Postgraduate,Urban,2,93,Yes,Commercial,17,47279,Third-Party,Medium,100000,5000,3,Roadside Assistance,Third-Party
39,Female,Single,Self-Employed,Medium,Postgraduate,Urban,1,92,No,Bike,11,31125,Third-Party,Low,300000,10000,1,Engine Protection,Third-Party
52,Male,Married,Self-Employed,Medium,Graduate,Metro,5,61,No,Commercial,5,30093,Third-Party,Medium,300000,10000,3,NCB Protection,Own Damage + Add-ons
48,Female,Married,Salaried,Low,Doctorate,Rural,1,72,No,Bike,1,48194,Comprehensive,Medium,1000000,25000,1,None,Third-Party
20,Male,Single,Salaried,Low,High School,Rural,4,71,Yes,Bike,17,28048,Comprehensive,Medium,200000,30000,5,None,Third-Party
20,Male,Single,Self-Employed,High,Doctorate,Rural,5,72,No,Bike,12,35687,Own Damage,Medium,500000,10000,1,Engine Protection,Third-Party
24,Female,Single,Student,Low,High School,Metro,2,48,Yes,Bike,15,33776,Own Damage,Medium,100000,10000,5,Engine Protection,Third-Party
18,Male,Single,Self-Employed,Low,High School,Metro,1,54,No,SUV,12,5199,Comprehensive,High,1000000,20000,5,Roadside Assistance,Third-Party
59,Female,Single,Student,Medium,High School,Metro,5,61,Yes,Bike,16,13555,Own Damage,Low,1000000,25000,5,NCB Protection,Third-Party
41,Male,Single,Self-Employed,High,Graduate,Urban,4,55,No,Bike,3,38057,Comprehensive,Low,500000,20000,1,Zero Depreciation,Third-Party
69,Male,Married,Self-Employed,Low,Graduate,Urban,1,74,No,SUV,5,19728,Third-Party,High,100000,25000,5,Zero Depreciation,Own Damage + Add-ons
54,Female,Married,Student,Low,Graduate,Metro,2,64,No,SUV,13,6993,Third-Party,Low,1000000,25000,3,Engine Protection,Third-Party
47,Male,Single,Student,Medium,High School,Metro,2,74,Yes,Commercial,18,25245,Third-Party,Low,300000,20000,1,Engine Protection,Third-Party
49,Female,Married,Student,Low,Graduate,Rural,1,64,No,Commercial,12,45524,Third-Party,Low,300000,10000,1,Engine Protection,Third-Party
49,Male,Single,Salaried,Low,Postgraduate,Urban,2,85,No,Bike,10,9521,Comprehensive,Low,1000000,30000,1,Zero Depreciation,Third-Party
38,Male,Single,Student,High,Doctorate,Rural,1,76,No,Bike,14,13185,Comprehensive,Low,200000,15000,3,None,Third-Party
65,Female,Single,Self-Employed,Medium,Postgraduate,Metro,4,88,No,Car,15,13690,Own Damage,Low,200000,20000,1,None,Third-Party
33,Male,Married,Self-Employed,Medium,High School,Metro,1,98,No,SUV,0,49514,Comprehensive,Low,200000,25000,5,Zero Depreciation,Comprehensive
21,Female,Married,Retired,Low,Graduate,Urban,1,92,Yes,Bike,16,44623,Comprehensive,Medium,300000,20000,3,None,Third-Party
34,Male,Single,Self-Employed,Medium,Postgraduate,Urban,1,49,No,SUV,15,24404,Comprehensive,Low,300000,30000,5,Roadside Assistance,Third-Party
30,Male,Married,Retired,Medium,Doctorate,Rural,1,55,No,Bike,4,28900,Comprehensive,Low,500000,10000,1,Engine Protection,Third-Party
52,Male,Married,Salaried,High,High School,Rural,5,57,No,Commercial,15,6789,Third-Party,High,200000,15000,5,NCB Protection,Third-Party
57,Female,Single,Student,Medium,High School,Urban,2,84,No,Car,13,10321,Third-Party,Medium,500000,10000,5,NCB Protection,Third-Party
51,Male,Married,Student,High,Postgraduate,Metro,2,89,Yes,SUV,3,11045,Third-Party,Low,1000000,25000,3,None,Comprehensive
28,Female,Single,Retired,High,High School,Urban,3,68,No,Car,10,42498,Own Damage,High,1000000,25000,3,Zero Depreciation,Third-Party
53,Female,Single,Salaried,Low,Postgraduate,Rural,5,56,No,Bike,2,36173,Third-Party,High,100000,25000,3,Roadside Assistance,Third-Party
42,Female,Single,Retired,Medium,Graduate,Urban,2,97,No,SUV,18,6308,Third-Party,High,100000,25000,1,NCB Protection,Third-Party
57,Male,Married,Student,Low,High School,Rural,5,43,No,Commercial,1,42126,Comprehensive,High,100000,15000,3,NCB Protection,Own Damage + Add-ons
47,Female,Married,Self-Employed,Medium,Postgraduate,Rural,1,43,Yes,Car,12,41746,Comprehensive,Low,100000,30000,3,None,Third-Party
30,Male,Married,Student,Medium,Graduate,Rural,1,92,No,Bike,12,33371,Third-Party,High,300000,15000,3,Zero Depreciation,Third-Party
41,Male,Single,Salaried,Medium,Doctorate,Metro,2,54,Yes,Commercial,8,30626,Own Damage,High,500000,25000,5,NCB Protection,Own Damage + Add-ons
53,Female,Married,Salaried,High,Postgraduate,Rural,4,43,No,Car,6,19414,Third-Party,Low,300000,20000,1,Roadside Assistance,Third-Party
51,Female,Married,Retired,Medium,Doctorate,Metro,2,52,No,Commercial,11,29924,Third-Party,High,1000000,5000,3,Engine Protection,Third-Party
25,Female,Single,Student,Medium,Doctorate,Metro,4,89,No,Commercial,15,17555,Third-Party,High,200000,20000,3,Zero Depreciation,Third-Party
35,Female,Single,Salaried,High,High School,Urban,1,92,Yes,Car,17,9389,Comprehensive,Medium,200000,20000,1,Engine Protection,Third-Party
24,Male,Single,Student,Low,Postgraduate,Metro,3,95,Yes,Commercial,15,32830,Own Damage,Low,500000,30000,5,Engine Protection,Third-Party
66,Female,Single,Student,Low,Graduate,Metro,1,45,Yes,Bike,4,41606,Own Damage,High,500000,25000,3,Zero Depreciation,Third-Party
63,Male,Single,Retired,High,Postgraduate,Urban,5,44,No,Bike,11,8130,Comprehensive,Low,1000000,15000,3,Roadside Assistance,Third-Party
39,Male,Single,Self-Employed,Medium,Postgraduate,Urban,1,94,No,Commercial,0,18176,Third-Party,Medium,300000,15000,5,Roadside Assistance,Comprehensive
24,Male,Married,Student,Low,High School,Rural,1,72,No,SUV,9,28595,Own Damage,Medium,200000,30000,5,None,Own Damage + Add-ons
30,Male,Single,Student,High,High School,Metro,5,45,No,Car,8,23223,Own Damage,Medium,300000,20000,5,Zero Depreciation,Third-Party
19,Female,Single,Self-Employed,High,Graduate,Rural,1,73,Yes,SUV,17,43627,Own Damage,Low,1000000,20000,5,Zero Depreciation,Third-Party
61,Female,Married,Retired,Medium,High School,Metro,2,44,Yes,Bike,3,40180,Comprehensive,High,300000,20000,3,None,Third-Party
19,Male,Single,Self-Employed,Low,Graduate,Metro,1,87,No,Bike,0,6206,Comprehensive,Low,200000,30000,3,Roadside Assistance,Comprehensive
46,Male,Married,Student,High,Graduate,Rural,5,97,Yes,Car,19,14451,Third-Party,Low,1000000,25000,5,Zero Depreciation,Third-Party
44,Female,Single,Retired,Medium,Graduate,Metro,1,75,Yes,Bike,12,37152,Comprehensive,Low,300000,10000,5,Zero Depreciation,Third-Party
57,Female,Married,Self-Employed,High,Postgraduate,Metro,5,52,No,Car,4,49625,Third-Party,Medium,300000,5000,5,Engine Protection,Third-Party
35,Female,Married,Retired,High,Doctorate,Urban,4,67,No,SUV,17,33712,Third-Party,Low,300000,25000,3,Engine Protection,Third-Party
19,Female,Married,Salaried,High,Doctorate,Metro,5,46,Yes,Car,5,44851,Third-Party,High,300000,5000,1,Roadside Assistance,Third-Party
21,Female,Married,Retired,Low,High School,Rural,3,96,Yes,Bike,19,37205,Comprehensive,High,500000,10000,3,Engine Protection,Third-Party
66,Female,Married,Student,Low,Postgraduate,Metro,2,48,No,SUV,4,42702,Third-Party,Medium,1000000,10000,5,Engine Protection,Own Damage + Add-ons
63,Male,Single,Salaried,Low,Postgraduate,Urban,1,65,No,SUV,11,30131,Third-Party,Low,1000000,25000,1,Roadside Assistance,Third-Party
25,Female,Married,Student,Low,Doctorate,Urban,2,72,Yes,Car,11,35394,Own Damage,High,300000,15000,1,Roadside Assistance,Third-Party
53,Female,Married,Retired,Medium,Doctorate,Urban,1,94,Yes,SUV,12,10159,Third-Party,Medium,300000,15000,5,None,Third-Party
65,Female,Married,Self-Employed,High,Postgraduate,Rural,4,62,No,Commercial,4,44995,Comprehensive,Low,500000,5000,1,Zero Depreciation,Own Damage + Add-ons
26,Male,Single,Retired,High,Postgraduate,Urban,2,76,Yes,Car,19,31106,Third-Party,Medium,200000,15000,1,Zero Depreciation,Third-Party
35,Female,Single,Retired,High,Postgraduate,Metro,1,95,No,SUV,16,18454,Third-Party,High,500000,20000,5,Roadside Assistance,Third-Party
67,Female,Single,Self-Employed,High,High School,Metro,4,65,No,Bike,3,42469,Comprehensive,Medium,300000,20000,3,Roadside Assistance,Third-Party
39,Male,Single,Retired,Low,Doctorate,Metro,3,91,No,Commercial,6,7107,Third-Party,Medium,300000,10000,1,NCB Protection,Own Damage + Add-ons
62,Female,Single,Self-Employed,Low,High School,Metro,1,50,No,Commercial,3,38908,Own Damage,Medium,300000,25000,5,Engine Protection,Own Damage + Add-ons
28,Female,Single,Student,High,Graduate,Rural,4,88,No,Commercial,13,8137,Third-Party,High,300000,15000,3,NCB Protection,Third-Party
44,Female,Married,Salaried,Low,Doctorate,Rural,3,52,No,Bike,14,45053,Comprehensive,Low,500000,10000,3,Zero Depreciation,Third-Party
49,Female,Single,Student,Low,High School,Metro,3,91,Yes,Commercial,18,43617,Comprehensive,Medium,300000,20000,1,Roadside Assistance,Third-Party
19,Female,Single,Salaried,Low,Postgraduate,Metro,3,66,Yes,Commercial,16,25014,Third-Party,High,200000,30000,5,None,Third-Party
19,Male,Married,Self-Employed,Low,Doctorate,Urban,1,41,No,Commercial,17,41959,Comprehensive,Medium,100000,15000,3,Zero Depreciation,Third-Party
47,Male,Married,Salaried,High,Postgraduate,Rural,4,55,Yes,Bike,0,10484,Own Damage,Medium,200000,15000,3,Roadside Assistance,Third-Party
39,Male,Single,Student,Medium,Doctorate,Metro,1,90,No,SUV,8,19950,Own Damage,High,300000,25000,3,Zero Depreciation,Own Damage + Add-ons
39,Male,Married,Retired,High,Graduate,Urban,5,68,No,Bike,15,12956,Own Damage,Medium,500000,15000,3,NCB Protection,Third-Party
41,Female,Single,Retired,Medium,High School,Rural,2,59,No,Bike,19,5489,Comprehensive,Low,300000,15000,5,Roadside Assistance,Third-Party
44,Female,Single,Student,High,High School,Metro,4,71,No,Bike,5,34262,Third-Party,High,500000,25000,5,Engine Protection,Third-Party
28,Male,Married,Self-Employed,Medium,Graduate,Urban,4,62,Yes,SUV,16,26240,Comprehensive,Low,100000,5000,3,None,Third-Party
30,Female,Single,Student,Low,Postgraduate,Rural,1,99,No,SUV,13,29213,Own Damage,Medium,1000000,15000,3,Roadside Assistance,Third-Party
44,Male,Married,Retired,Low,Postgraduate,Rural,5,48,No,Bike,17,42225,Comprehensive,High,200000,25000,1,Zero Depreciation,Third-Party
32,Female,Single,Salaried,High,Doctorate,Rural,4,71,Yes,Bike,3,44880,Own Damage,Low,100000,10000,5,Roadside Assistance,Third-Party
65,Female,Single,Salaried,Medium,Doctorate,Metro,5,43,No,Bike,5,34511,Comprehensive,Low,300000,10000,5,Engine Protection,Third-Party
65,Male,Single,Self-Employed,Medium,Doctorate,Rural,2,89,No,SUV,18,39889,Third-Party,Medium,500000,20000,3,Engine Protection,Third-Party
66,Male,Married,Self-Employed,High,Doctorate,Metro,4,81,No,Bike,11,22295,Third-Party,Medium,500000,30000,1,Roadside Assistance,Third-Party
34,Female,Single,Salaried,Low,Postgraduate,Metro,5,86,No,Car,14,38885,Third-Party,Medium,1000000,25000,5,NCB Protection,Third-Party
56,Male,Married,Retired,Low,Postgraduate,Rural,5,84,No,Commercial,4,32392,Third-Party,High,100000,15000,1,None,Comprehensive
26,Male,Single,Salaried,Medium,Postgraduate,Metro,5,87,Yes,Bike,15,14162,Own Damage,Medium,200000,10000,3,None,Third-Party
40,Female,Single,Student,Medium,High School,Metro,5,49,No,Car,9,34089,Own Damage,Medium,500000,30000,5,Engine Protection,Third-Party
21,Male,Married,Salaried,Medium,Graduate,Urban,1,43,No,SUV,12,44813,Own Damage,High,200000,15000,1,Zero Depreciation,Third-Party
32,Male,Married,Student,Low,Graduate,Rural,4,87,Yes,SUV,9,35154,Comprehensive,High,300000,25000,5,Engine Protection,Own Damage + Add-ons
60,Female,Married,Student,High,High School,Urban,1,95,No,Car,4,20856,Comprehensive,Low,500000,10000,3,NCB Protection,Comprehensive
48,Female,Married,Retired,Medium,High School,Urban,5,50,No,SUV,16,24546,Third-Party,High,500000,20000,5,Engine Protection,Third-Party
23,Male,Single,Student,Medium,High School,Rural,3,41,No,Car,18,23044,Own Damage,Medium,100000,10000,3,NCB Protection,Third-Party
43,Male,Married,Student,High,Postgraduate,Metro,4,67,No,Commercial,19,38232,Third-Party,Low,1000000,20000,1,NCB Protection,Third-Party
18,Female,Married,Self-Employed,Low,Doctorate,Urban,1,51,No,Car,16,9805,Third-Party,Medium,300000,25000,1,Zero Depreciation,Third-Party
39,Male,Married,Student,Medium,Doctorate,Metro,5,79,Yes,Bike,0,24153,Comprehensive,Low,1000000,5000,1,Roadside Assistance,Third-Party
47,Female,Married,Student,Low,Doctorate,Metro,5,60,No,Bike,19,27135,Own Damage,High,100000,25000,3,Zero Depreciation,Third-Party
39,Male,Married,Student,Medium,Graduate,Urban,4,84,No,Commercial,19,33458,Own Damage,Low,200000,20000,1,Zero Depreciation,Third-Party
50,Male,Single,Student,High,Doctorate,Metro,2,73,No,SUV,6,23946,Third-Party,Medium,100000,15000,3,Roadside Assistance,Own Damage + Add-ons
22,Male,Married,Retired,High,High School,Rural,4,95,No,Bike,5,22616,Comprehensive,High,100000,10000,1,Roadside Assistance,Third-Party
53,Male,Single,Salaried,Medium,High School,Urban,1,73,No,SUV,0,48118,Comprehensive,High,100000,10000,3,Roadside Assistance,Own Damage + Add-ons
63,Female,Married,Salaried,High,Graduate,Metro,2,75,Yes,Commercial,10,27965,Comprehensive,Medium,500000,20000,5,Zero Depreciation,Third-Party
27,Female,Single,Salaried,High,High School,Urban,4,89,No,SUV,16,42903,Comprehensive,Medium,300000,10000,1,Engine Protection,Third-Party
18,Female,Single,Student,Medium,Postgraduate,Urban,4,93,No,Commercial,13,43718,Own Damage,Medium,200000,20000,5,Engine Protection,Third-Party
29,Female,Married,Self-Employed,Medium,High School,Rural,4,42,No,SUV,11,45491,Comprehensive,Medium,1000000,15000,3,Zero Depreciation,Third-Party
66,Female,Married,Self-Employed,Low,High School,Metro,3,78,No,SUV,17,27631,Comprehensive,Medium,200000,5000,3,Roadside Assistance,Third-Party
20,Female,Married,Student,Low,High School,Rural,4,45,Yes,Car,18,43317,Third-Party,High,500000,25000,1,Zero Depreciation,Third-Party
27,Male,Married,Retired,Low,Graduate,Urban,1,40,Yes,Car,17,32619,Third-Party,High,500000,15000,5,Engine Protection,Third-Party
18,Male,Single,Self-Employed,Low,Postgraduate,Metro,5,80,Yes,Bike,16,31515,Third-Party,Low,1000000,15000,3,Roadside Assistance,Third-Party
36,Male,Single,Retired,High,High School,Urban,1,51,No,Commercial,1,19850,Third-Party,Low,500000,30000,1,Zero Depreciation,Own Damage + Add-ons
35,Female,Married,Salaried,Low,Postgraduate,Metro,4,78,No,Commercial,15,14457,Comprehensive,Medium,1000000,10000,5,Engine Protection,Third-Party
62,Male,Single,Salaried,Medium,Postgraduate,Rural,2,40,No,Commercial,16,36901,Third-Party,Low,500000,10000,1,Roadside Assistance,Third-Party
69,Male,Married,Self-Employed,Medium,Doctorate,Urban,3,59,Yes,SUV,9,39731,Own Damage,Low,100000,30000,5,Roadside Assistance,Own Damage + Add-ons
48,Female,Married,Self-Employed,Low,Postgraduate,Metro,3,75,No,Car,6,28868,Comprehensive,Medium,500000,5000,3,None,Third-Party
66,Male,Married,Student,Medium,Postgraduate,Rural,3,77,No,Car,4,15955,Comprehensive,Low,1000000,20000,3,Roadside Assistance,Third-Party
39,Male,Single,Retired,Low,Postgraduate,Rural,2,87,No,Commercial,7,16660,Comprehensive,High,1000000,30000,3,Engine Protection,Own Damage + Add-ons
21,Male,Single,Salaried,Medium,Graduate,Urban,2,86,No,Car,11,42058,Third-Party,High,1000000,20000,5,Engine Protection,Third-Party
58,Female,Single,Self-Employed,Medium,Doctorate,Rural,2,42,No,SUV,2,32290,Own Damage,High,300000,15000,5,NCB Protection,Own Damage + Add-ons
27,Male,Married,Retired,High,Graduate,Metro,2,89,No,Car,0,10649,Comprehensive,Medium,200000,15000,1,Engine Protection,Comprehensive
27,Male,Married,Self-Employed,High,Postgraduate,Urban,1,90,Yes,Bike,3,31477,Own Damage,High,200000,30000,3,Engine Protection,Comprehensive
32,Female,Single,Student,Low,Graduate,Urban,5,84,No,Commercial,10,25272,Own Damage,High,100000,10000,5,Engine Protection,Third-Party
22,Female,Single,Retired,High,High School,Metro,2,59,No,Commercial,4,7465,Own Damage,Low,1000000,20000,3,Roadside Assistance,Own Damage + Add-ons
67,Female,Single,Salaried,High,Graduate,Rural,5,85,No,SUV,7,39227,Third-Party,Low,300000,30000,5,NCB Protection,Own Damage + Add-ons
60,Male,Single,Self-Employed,High,Graduate,Metro,4,85,Yes,Bike,1,44754,Own Damage,High,300000,5000,5,NCB Protection,Comprehensive
62,Male,Married,Retired,Low,Graduate,Metro,5,47,No,Car,5,32731,Own Damage,Medium,300000,30000,5,Zero Depreciation,Third-Party
34,Male,Married,Student,Low,Graduate,Urban,4,50,No,SUV,3,45877,Third-Party,Low,1000000,15000,1,Zero Depreciation,Own Damage + Add-ons
35,Female,Married,Retired,Medium,High School,Urban,3,83,No,Car,18,21893,Third-Party,Medium,300000,30000,3,NCB Protection,Third-Party
65,Female,Married,Student,High,High School,Metro,4,95,Yes,Car,10,23386,Comprehensive,Low,300000,10000,5,NCB Protection,Third-Party
67,Male,Single,Self-Employed,Medium,Doctorate,Rural,1,40,No,Car,8,41813,Own Damage,Low,200000,25000,5,Roadside Assistance,Third-Party
22,Female,Married,Student,Medium,Graduate,Urban,4,69,No,Commercial,4,8126,Comprehensive,Medium,500000,25000,1,Engine Protection,Own Damage + Add-ons
25,Female,Married,Salaried,Medium,Graduate,Metro,3,99,No,Commercial,17,28067,Comprehensive,Low,500000,25000,3,NCB Protection,Third-Party
63,Male,Single,Retired,Low,Doctorate,Urban,3,80,No,Bike,2,25003,Own Damage,High,500000,25000,5,None,Third-Party
44,Male,Married,Salaried,Low,Doctorate,Rural,5,91,Yes,SUV,7,34617,Third-Party,High,1000000,15000,3,Roadside Assistance,Own Damage + Add-ons
42,Male,Single,Self-Employed,High,Doctorate,Urban,5,53,No,Commercial,5,14704,Comprehensive,High,100000,20000,1,Zero Depreciation,Own Damage + Add-ons
69,Female,Married,Salaried,Medium,High School,Rural,3,59,No,SUV,7,34758,Third-Party,High,100000,20000,1,Roadside Assistance,Own Damage + Add-ons
43,Male,Single,Salaried,Medium,Postgraduate,Rural,4,85,No,SUV,16,15556,Comprehensive,High,200000,20000,3,NCB Protection,Third-Party
62,Female,Married,Retired,Low,Postgraduate,Metro,4,69,No,SUV,1,29520,Own Damage,Medium,100000,5000,3,None,Own Damage + Add-ons
40,Male,Single,Salaried,High,High School,Metro,2,84,No,Bike,4,22441,Comprehensive,High,100000,5000,3,NCB Protection,Comprehensive
58,Male,Married,Retired,Medium,Doctorate,Rural,1,51,No,SUV,13,49503,Comprehensive,Low,500000,20000,3,Zero Depreciation,Third-Party
40,Female,Single,Self-Employed,High,Graduate,Urban,4,51,Yes,Bike,0,31870,Comprehensive,High,500000,15000,5,Roadside Assistance,Third-Party
46,Female,Single,Salaried,High,Graduate,Metro,3,91,No,SUV,19,16728,Third-Party,Medium,1000000,25000,1,Zero Depreciation,Third-Party
50,Female,Single,Retired,Medium,High School,Rural,1,78,Yes,Commercial,7,26436,Own Damage,Low,100000,25000,5,NCB Protection,Own Damage + Add-ons
35,Female,Single,Student,Low,Graduate,Urban,5,41,No,Bike,11,41126,Third-Party,Low,1000000,20000,5,NCB Protection,Third-Party
24,Female,Married,Retired,Low,High School,Urban,3,62,No,Commercial,16,39174,Own Damage,Medium,300000,10000,5,Roadside Assistance,Third-Party
49,Male,Single,Salaried,Low,Doctorate,Metro,3,97,Yes,Commercial,1,18710,Own Damage,Low,200000,15000,5,NCB Protection,Comprehensive
58,Male,Married,Salaried,High,Postgraduate,Urban,5,50,No,Car,2,13475,Comprehensive,Medium,200000,10000,1,Engine Protection,Third-Party
24,Male,Married,Retired,Low,Doctorate,Metro,4,87,Yes,Car,6,5654,Third-Party,Medium,300000,10000,1,Roadside Assistance,Third-Party
25,Male,Single,Retired,Low,Graduate,Urban,5,52,Yes,Commercial,1,5720,Third-Party,Low,200000,15000,5,Zero Depreciation,Own Damage + Add-ons
67,Female,Married,Retired,Medium,Postgraduate,Urban,3,57,No,Bike,18,24479,Own Damage,Medium,100000,15000,5,None,Third-Party
38,Male,Married,Salaried,High,Graduate,Rural,4,58,Yes,Bike,19,30420,Comprehensive,Medium,1000000,5000,1,NCB Protection,Third-Party
59,Male,Single,Self-Employed,High,High School,Urban,5,66,No,Bike,10,5041,Comprehensive,High,100000,5000,1,None,Third-Party
34,Female,Married,Self-Employed,High,Graduate,Urban,4,50,Yes,Bike,10,10054,Own Damage,Low,200000,25000,1,Zero Depreciation,Third-Party
68,Male,Married,Student,High,Graduate,Urban,1,92,Yes,Commercial,15,39964,Comprehensive,High,100000,5000,1,None,Third-Party
50,Female,Single,Salaried,High,Postgraduate,Metro,4,69,No,SUV,13,36384,Third-Party,Medium,200000,10000,5,Roadside Assistance,Third-Party
47,Male,Married,Salaried,Low,Postgraduate,Rural,3,40,Yes,SUV,5,37879,Comprehensive,Low,1000000,30000,1,Zero Depreciation,Own Damage + Add-ons
19,Female,Married,Salaried,Medium,Graduate,Rural,5,52,No,Commercial,1,48266,Own Damage,Low,200000,30000,5,Roadside Assistance,Own Damage + Add-ons
63,Female,Married,Retired,High,Postgraduate,Urban,4,98,No,Car,9,28981,Own Damage,Low,300000,15000,3,Roadside Assistance,Third-Party
53,Female,Single,Salaried,Low,Doctorate,Rural,2,47,No,Car,6,22664,Third-Party,Low,200000,30000,5,None,Third-Party
39,Female,Single,Retired,Low,Doctorate,Urban,5,61,No,SUV,19,28548,Comprehensive,Low,300000,30000,1,Engine Protection,Third-Party
49,Male,Single,Student,Medium,High School,Metro,5,59,No,Bike,5,26624,Own Damage,High,1000000,30000,5,Roadside Assistance,Third-Party
66,Male,Married,Student,Low,Graduate,Urban,2,53,No,Bike,8,30777,Third-Party,High,200000,30000,1,Roadside Assistance,Third-Party
42,Female,Single,Salaried,High,Postgraduate,Urban,4,53,No,Bike,0,37158,Third-Party,High,1000000,25000,3,Zero Depreciation,Third-Party
66,Female,Single,Salaried,Low,Doctorate,Urban,1,55,No,Commercial,3,24103,Own Damage,Medium,500000,30000,1,Engine Protection,Own Damage + Add-ons
25,Female,Single,Student,High,Doctorate,Urban,3,58,Yes,SUV,0,30642,Third-Party,Low,500000,5000,1,NCB Protection,Own Damage + Add-ons
50,Female,Married,Salaried,Medium,Postgraduate,Metro,1,78,No,Commercial,7,45695,Third-Party,Low,200000,30000,1,Roadside Assistance,Own Damage + Add-ons
46,Female,Married,Salaried,Medium,Graduate,Rural,3,99,Yes,SUV,7,10826,Comprehensive,High,500000,30000,1,Zero Depreciation,Own Damage + Add-ons
34,Male,Single,Salaried,Medium,Postgraduate,Urban,3,68,Yes,Commercial,8,31377,Own Damage,Medium,100000,25000,5,None,Own Damage + Add-ons
57,Female,Single,Self-Employed,Low,High School,Rural,5,77,No,Car,11,16206,Own Damage,High,100000,30000,1,Zero Depreciation,Third-Party
62,Female,Married,Salaried,Low,High School,Urban,3,48,No,Commercial,16,21664,Comprehensive,Low,300000,20000,3,Engine Protection,Third-Party
19,Female,Single,Self-Employed,Low,Doctorate,Rural,5,89,Yes,Car,11,19810,Third-Party,Medium,500000,5000,5,Zero Depreciation,Third-Party
66,Female,Single,Retired,Low,High School,Metro,2,45,Yes,Commercial,10,11490,Own Damage,High,300000,25000,1,NCB Protection,Third-Party
56,Female,Married,Salaried,Medium,Graduate,Rural,3,65,No,Car,15,17101,Own Damage,High,500000,15000,3,None,Third-Party
65,Male,Married,Salaried,Medium,Doctorate,Rural,2,88,Yes,Commercial,1,18651,Own Damage,Medium,100000,10000,5,None,Comprehensive
66,Male,Married,Self-Employed,Medium,Postgraduate,Metro,1,75,No,SUV,14,19896,Own Damage,Medium,500000,15000,5,Roadside Assistance,Third-Party
48,Male,Married,Retired,High,High School,Rural,5,59,No,SUV,5,24605,Third-Party,Medium,100000,20000,1,Engine Protection,Own Damage + Add-ons
21,Female,Single,Self-Employed,High,Graduate,Urban,5,80,No,SUV,10,8865,Comprehensive,Low,100000,5000,3,None,Third-Party
59,Male,Single,Retired,High,Graduate,Urban,4,64,No,Bike,4,9076,Comprehensive,High,1000000,30000,5,None,Third-Party
43,Female,Married,Self-Employed,Low,Doctorate,Metro,3,47,No,Commercial,13,14704,Comprehensive,Medium,100000,20000,1,NCB Protection,Third-Party
26,Male,Single,Self-Employed,High,Postgraduate,Metro,4,86,No,Car,15,48551,Third-Party,Low,100000,10000,1,Zero Depreciation,Third-Party
48,Male,Married,Student,Medium,Postgraduate,Metro,4,79,No,Car,2,30430,Third-Party,Medium,300000,5000,3,NCB Protection,Third-Party
27,Female,Married,Self-Employed,Low,Doctorate,Urban,2,66,No,Car,2,5064,Own Damage,Low,500000,5000,1,Engine Protection,Third-Party
68,Male,Married,Student,Low,Doctorate,Rural,5,60,No,Bike,14,33052,Third-Party,Low,200000,10000,3,Engine Protection,Third-Party
23,Female,Married,Salaried,High,Doctorate,Metro,2,50,No,SUV,8,49365,Comprehensive,Medium,200000,20000,5,None,Own Damage + Add-ons
61,Female,Married,Salaried,Low,Postgraduate,Urban,5,58,No,Car,16,18310,Comprehensive,Medium,100000,30000,5,Roadside Assistance,Third-Party
43,Male,Married,Student,Low,Graduate,Rural,5,52,No,Commercial,3,11290,Third-Party,Low,500000,15000,1,Zero Depreciation,Own Damage + Add-ons
28,Female,Single,Salaried,High,Postgraduate,Urban,4,97,No,Commercial,6,41760,Own Damage,Low,1000000,10000,3,Zero Depreciation,Own Damage + Add-ons
32,Male,Married,Salaried,Medium,High School,Rural,2,86,Yes,Car,11,22192,Comprehensive,Medium,200000,25000,5,Engine Protection,Third-Party
37,Female,Married,Retired,Medium,Postgraduate,Metro,2,44,No,Bike,15,28068,Third-Party,Low,300000,15000,3,NCB Protection,Third-Party
31,Female,Married,Student,Medium,Postgraduate,Metro,5,65,No,Car,0,43849,Comprehensive,High,300000,5000,5,None,Third-Party
